Betreiber,Anzeigename (Karte),Strasse,Hausnummer,Adresszusatz,Postleitzahl,Ort,Kreis/kreisfreie Stadt,Bundesland,Breitengrad,Laengengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichtung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,Steckertypen5,P5 [kW],Public Key5,Steckertypen6,P6 [kW],Public Key6
Allego GmbH,Allego,Weidestr.,122c,,22083.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58185,10.027591,2023-02-01,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A03420004BF39A5386BA1C43A2CA1C7F5B0FA9D2AE83955FC0B23A3B5D0130FA67BF9CDCA86B8687038547B0D24C58A0F72B3FABB2D8C83850A1BC932731E760C770A161B,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A03420004702ACF41E9D864397CBE3E68C06F942A7046CE132AE302DF6F0DE4CDE020C6DD19094482155B45780DE377C6F221F726A5D75673E71D7E780C5F46543D527263,,,,,,,,,,,,
Allego GmbH,Allego,Weidestr.,122c,,22083.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.581848,10.027725,2023-02-01,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A034200047EC3F4BA6020D6E326A3DA22FD13F203A4D10EFFA47FDA22B83EC1B09511172C13C0BA39C4994DAF637D0F7C1DC74AAA722ABCC08A73274313EAA773F333AE03,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A03420004951BFA8CD942FE80830D73B0B869B936CF49C9E639F53225E43730B46E3C1DCDDBF3336631DC93294CEAC3B3C4489F0228F69B14EC25D885F1AF87F1ED0986E9,,,,,,,,,,,,
Shell Deutschland GmbH,,Winterhuder Weg,72,,22085.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.57406,10.02347,2022-07-07,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
Shell Deutschland GmbH,,Winterhuder Weg,72,,22085.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.57403,10.02351,2022-07-07,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
Hamburger Energiewerke Mobil GmbH,HEnW-Mobil,Rennbahnstr.,26,,22111.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.553164,10.084678,2022-07-30,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,AC Typ 2 Steckdose,22,,,,,,,,,,
Hamburger Energiewerke Mobil GmbH,HEnW-Mobil,Rennbahnstr.,26,,22111.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.553164,10.084678,2022-11-17,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,AC Typ 2 Steckdose,22,,,,,,,,,,
Allego GmbH,Allego,Am Schiffbeker Berg,6a,,22111.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.542346,10.092252,2018-07-17,93,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,50,,AC Typ 2 Fahrzeugkupplung,43,,,,,,,,,,,,,
EWE Go GmbH,EWE Go GmbH,Amandus-Stubbe-Str.,8,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.504912,10.090144,2023-03-27,320,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),320,,DC Fahrzeugkupplung Typ Combo 2 (CCS),320,,,,,,,,,,,,,
EWE Go GmbH,EWE Go GmbH,Amandus-Stubbe-Str.,8,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.504912,10.090144,2023-03-27,320,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),320,,DC Fahrzeugkupplung Typ Combo 2 (CCS),320,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Andreas-Meyerstrasse,44,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.309232,10.049096,2020-03-15,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Andreas-Meyerstrasse,44,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.309232,10.049096,2020-04-01,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Andreas-Meyer-Strasse,44,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.515415,10.081894,2023-10-10,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Amandus-Stubbe-Strasse,6,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.505758,10.089668,2023-12-15,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Amandus-Stubbe-Strasse,6,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.505758,10.089668,2023-12-15,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Amandus-Stubbe-Strasse,6,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.505758,10.089668,2023-12-15,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Amandus-Stubbe-Strasse,6,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.505758,10.089668,2023-12-15,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Amandus-Stubbe-Strasse,6,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.505758,10.089668,2023-12-15,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Amandus-Stubbe-Strasse,6,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.505758,10.089668,2023-12-15,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Amandus-Stubbe-Strasse,6,,22113.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.505758,10.089668,2023-12-15,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Shell Deutschland GmbH,,Schiffbeker Weg,90/92,,22119.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.548596,10.108725,2020-05-28,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Schiffbeker Weg,90/92,,22119.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.548596,10.108725,2020-05-28,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
EWE Go GmbH,EWE Go GmbH,Sieker Landtraï¿½e,126,,22143.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.608225,10.190551,2022-08-02,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Berner Allee,29,,22159.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.62851,10.1347,2019-10-13,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
Allego GmbH,Allego,An der Walddï¿½rferbahn,1,,22159.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.604257,10.115999,2022-03-24,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A03420004CF5B0AA42701B807EB1004FF4DE91202A84E3C4D9510BBD3D3F0934228D1E641613D2395425BE942BBFF3CCFFF7B9885CEDE0DDE99DCBFCC747479700863FAF8,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A03420004F3F13186CB0E27AB14D9A51FF2FD431AFCC1F52102C3D881CC541846318B61F7F80C0E4EC87CE568D189419A58A955094FD08857B30BE82776F8E65AE8EDCB92,,,,,,,,,,,,
Allego GmbH,Allego,An der Walddï¿½rferbahn,1,,22159.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.604348,10.116073,2022-03-24,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A03420004D3E9F863F493C2BF45F4CD234F39104C5CB9AD49E300213D715757A8CEF2C93919FB4E801D4A188F1716F0E92363499081543B4EE23BFE5A72ACB7C70842B8C1,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A034200044941AC0D1D1B749DC1A4C81479F9429D27429D12B0D1D49C7571A947CED0DCAF35A455B40607CA5E710EBF498D33410F5BD1FABE21CBA3A6DEF3C3A0464BF4B2,,,,,,,,,,,,
Allego GmbH,Allego,An der Walddï¿½rferbahn,1,,22159.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.604308,10.116166,2022-03-29,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A03420004C5497D3EA65FAA9BE3CB97AAA854A2B05910023F712738B92B5652C95659820800E6C0D7FAB313F09686A75EE03BF2A687C8A71E3BD72408035A77C4A719EBC0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,3056301006072A8648CE3D020106052B8104000A034200041DA970FF358163B6A64C0A8F156936EF91A844F35E26BD46542275C002F759B87095E7EEE5E2D41EB6F4430B9B3B3551FEC670F29CEF8992C9461200BEA61058,,,,,,,,,,,,
Shell Deutschland GmbH,,Bramfelder Chaussee,370,,22175.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.622466,10.083971,2021-06-14,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Bramfelder Chaussee,370,,22175.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.622466,10.083971,2021-06-14,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Bramfelder Chaussee,136,,22177.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.603546,10.072077,2023-11-09,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Bramfelder Chaussee,136,,22177.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.603546,10.072077,2023-11-09,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Bramfelder Chaussee,136,,22177.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.603546,10.072077,2023-11-09,300,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,AC Typ 2 Steckdose,22,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Bramfelder Chaussee,136,,22177.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.603546,10.072077,2023-11-09,300,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,AC Typ 2 Steckdose,22,,,,,,,,,,
Hamburger Energiewerke Mobil GmbH,HEnW-Mobil,Fuhlsbï¿½ttler Str.,179,,22307.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.59469,10.043795,2022-03-17,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Schmachthï¿½ger Str,8,,22309.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.60375,10.04841,2019-11-13,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,150,,AC Typ 2 Steckdose,22,,AC Typ 2 Fahrzeugkupplung,22,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Schmachthï¿½ger Str,8,,22309.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.6037,10.04833,2022-11-07,150,Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Steckdose,22,,AC Typ 2 Fahrzeugkupplung,22,,,,,,,
EWE Go GmbH,EWE Go GmbH,Steilshooper Allee,5-7,,22309.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.60834,10.046068,2023-02-01,160,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,,,,,,,,,,,,,
E.ON Drive GmbH,,Eichenlohweg,17,,22309.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.608976,10.043139,2019-01-01,"93,0",Schnellladeeinrichtung,2.0,AC Typ 2 Fahrzeugkupplung,"43,0",,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,"50,0",,,,,,,,,,,,,
Shell Deutschland GmbH,,Alsterkrugchaussee,431,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.62138,10.1,2022-11-17,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
Shell Deutschland GmbH,,Alsterkrugchaussee,431,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.62143,10.00971,2022-11-17,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Langenhorner Chaussee,53-61,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.638807,10.01319,2022-06-20,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Langenhorner Chaussee,53-61,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.638807,10.01319,2022-06-20,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Langenhorner Chaussee,53-61,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.638807,10.01319,2023-07-03,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Langenhorner Chaussee,53-61,,22335.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.638807,10.01319,2023-07-03,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Hallenbau Fr. Schmitz GmbH &Co.Grundstuecksverwaltung KG,,Wesselblek,8,,22339.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.639394,10.057397,2023-12-18,"50,0",Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),"50,0",,AC Typ 2 Steckdose,"22,0",,,,,,,,,,,,,
Shell Deutschland GmbH,,Harksheider Str.,35,,22399.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.662787,10.078729,2022-12-14,360,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,DC Fahrzeugkupplung Typ Combo 2 (CCS),360,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Poppenbï¿½tteler Weg,126,,22399.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.649732,10.064419,2023-03-30,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
BP Europa SE,Aral Pulse,Poppenbï¿½tteler Weg,126,,22399.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.649732,10.064419,2023-03-30,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Tweeltenbek,23,,22417.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.67776,10.01808,2019-10-26,100,Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,AC Typ 2 Steckdose,22,,AC Typ 2 Fahrzeugkupplung,22,,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,,,,,,
EnBW mobility+ AG und Co.KG ,,Tarpen,19,,22419.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.66491,9.99518,2022-12-08,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Tarpen,19,,22419.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.66491,9.99518,2022-12-08,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Kollaustr.,128,,22453.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.611306,9.957694,2019-09-08,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
Lidl Dienstleistung GmbH & Co. KGe,Lidl,Pinnebergerstr.,16,LDE_3067_22739,22457.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.632702,9.907909,2020-11-20,50,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung,22,,AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Fahrzeugkupplung; DC CHAdeMO,50,,,,,,,,,,
Pfalzwerke AG,Pfalzwerke AG,Holsteiner Chaussee,49,,22523.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.614194,9.905872,2020-06-24,93,Schnellladeeinrichtung,2.0,AC Typ 2 Fahrzeugkupplung,43,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,50,,,,,,,,,,,,,
Shell Deutschland GmbH,,Schnackenburg Allee,12,,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5734,9.91931,2020-12-23,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Schnackenburg Allee,12,,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.5734,9.91931,2020-12-23,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Volksparkstrasse,44-46,,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.592114,9.921419,2021-09-13,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Shell Deutschland GmbH,,Volksparkstrasse,44-46,,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.592114,9.921419,2021-09-13,175,Schnellladeeinrichtung,1.0,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,175,,,,,,,,,,,,,,,,
Lidl Dienstleistung GmbH & Co. KGe,Lidl,Kielerstr.,310,LDE_1880_22746,22525.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.585278,9.933303,2020-11-20,50,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung,22,,AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Fahrzeugkupplung; DC CHAdeMO,50,,,,,,,,,,
EWE Go GmbH,EWE Go GmbH,Luruper Hauptstr.,97,,22547.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58787,9.875287,2023-03-09,160,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,,DC Fahrzeugkupplung Typ Combo 2 (CCS),160,,,,,,,,,,,,,
Kaufland Dienstleistung GmbH & Co. KG,Kaufland,Eckhoffplatz,1,KLAND_8170_1225004440001,22547.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.591154,9.87507,2023-03-23,72,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose,22,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,30,,DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO,30,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Rugenbarg,252,,22549.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58572,9.87224,2023-03-22,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Rugenbarg,252,,22549.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58572,9.87224,2023-03-22,150,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Rugenbarg,252,,22549.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58572,9.87224,2023-03-22,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
EnBW mobility+ AG und Co.KG ,,Rugenbarg,252,,22549.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.58572,9.87224,2023-03-22,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
Comfortcharge GmbH,Comfort Charge,Rissener Busch,23,,22559.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.57955,9.76399,2020-02-13,100,Schnellladeeinrichtung,4.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,AC Typ 2 Steckdose,22,,AC Typ 2 Fahrzeugkupplung,22,,DC Fahrzeugkupplung Typ Combo 2 (CCS),100,,,,,,,
Hamburger Energiewerke Mobil GmbH,HEnW-Mobil,Elbchaussee,564,,22587.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.559759,9.814603,2021-11-12,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,AC Typ 2 Steckdose,22,,,,,,,,,,
Hamburger Energiewerke Mobil GmbH,HEnW-Mobil,Oesterleystr.,2,,22587.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.560692,9.810623,2021-12-17,150,Schnellladeeinrichtung,3.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,DC Fahrzeugkupplung Typ Combo 2 (CCS),150,,AC Typ 2 Steckdose,22,,,,,,,,,,
Lidl Dienstleistung GmbH & Co. KGe,Lidl,Osdorfer Landstrasse,8-10,LDE_3869_22745,22607.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.570421,9.876441,2020-11-20,50,Schnellladeeinrichtung,3.0,AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung,22,,AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS),50,,AC Typ 2 Fahrzeugkupplung; DC CHAdeMO,50,,,,,,,,,,
BP Europa SE,Aral Pulse,Osdorfer Landstrasse,26,,22607.0,Hamburg,Kreisfreie Stadt Hamburg,Hamburg,53.570474,9.871881,2023-06-30,300,Schnellladeeinrichtung,2.0,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,DC Fahrzeugkupplung Typ Combo 2 (CCS),300,,,,,,,,,,,,,
