_fid;zaehlstelle;bezeichnung;knoten;letzte_zaehlung;geom;coordinate_reference_system
APP_KFZ_BEDARFSZAEHLSTELLEN_164514;6843;Seevestraße / Hannoversche Straße;;08.04.2014;POINT (9.990672 53.459141);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164515;6844;2. Hafenstraße / Seehafenstraße;;16.06.2010;POINT (9.965203 53.471772);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164516;6845;Francoper Straße / Kleinfeld;;08.05.2012;POINT (9.863388 53.472578);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164517;6846;Süderelbebogen / Am Neugrabener Bahnhof;;22.11.2011;POINT (9.855960 53.473297);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164518;6847;Seehafenstraße / Karnapp;;09.12.2010;POINT (9.979702 53.464804);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164519;6848;Veritaskai / Schellerdamm;;08.04.2014;POINT (9.986901 53.466048);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164520;6849;A253 / AS HH-Neuland Knoten West;;27.11.2007;POINT (9.996010 53.464553);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164521;6851;Georg-Wilhelm-Straße / Trettaustraße;;29.09.2015;POINT (9.990541 53.493624);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164522;6852;"Schellerdamm / Karnapp ";;08.04.2014;POINT (9.985425 53.462780);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164523;6853;Schlachthofstraße / Zum Handwerkszentrum;;04.12.2007;POINT (9.993965 53.458906);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164524;6854;"Rönneburger Stieg  ";;03.03.2010;POINT (9.996695 53.430748);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164525;6855;Seehafenbrücke / Seehafenbrücke;;18.01.2011;POINT (9.979077 53.465115);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164526;6856;Schlachthofstraße / Parkplatz FEGRO;;27.11.2007;POINT (9.995577 53.463397);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164527;6857;Schlachthofstraße / Lieferzufahrt Bauhaus/FEGRO;;27.11.2007;POINT (9.995111 53.461531);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164528;6858;Stader Straße / A7 Ast AS HH-Heimfeld;;27.09.2022;POINT (9.927394 53.470696);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164529;6859;A253 AS HH-Harburg-Mitte Knoten West;;13.02.2024;POINT (9.996869 53.456815);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164530;6860;A7 AS HH-Heimfeld;;04.03.2008;POINT (9.925153 53.466713);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164531;6861;A253 / AS HH-Neuland Knoten Ost;;27.11.2007;POINT (9.998684 53.463568);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164532;6862;Georg-Heyken-Straße / A7 AS HH-Moorburg Knoten West;;12.04.2018;POINT (9.911604 53.481910);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164533;6863;Langenhorner Chaussee / Essener Straße;;02.09.2008;POINT (10.001203 53.675957);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164534;6864;Fürstenmoordamm / A7 AS HH-Moorburg Knoten Ost;;12.04.2018;POINT (9.916806 53.481349);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164535;6865;Rönneburger Straße / Parkplatz-Lidl;;25.04.2013;POINT (9.991941 53.442491);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164536;6866;Buxtehuder Straße / Hannoversche Straße;;03.11.2022;POINT (9.988891 53.457672);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164537;6867;Zur Seehafenbrücke N Schwarzenbergstraße;;19.09.2006;POINT (9.977748 53.461692);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164538;6868;Schloßmühlendamm S Buxtehuder Straße;;19.09.2006;POINT (9.981877 53.463105);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164539;6869;Großer Schippsee S Buxtehuder Straße;;19.09.2006;POINT (9.984975 53.462217);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164540;6870;Goldtschmidtstraße SW Buxtehuder Straße;;19.09.2006;POINT (9.985929 53.459827);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164541;6871;Asbeckstraße SW Knoopstraße;;19.09.2006;POINT (9.977801 53.458087);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164542;6872;Julius-Ludowieg-Straße W Knoopstraße;;19.09.2006;POINT (9.976508 53.459500);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164543;6873;Harburger Ring N Wilstorfer Straße;;19.09.2006;POINT (9.984524 53.457708);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164544;6874;Bennigsenstraße NW Harburger Ring;;19.09.2006;POINT (9.976085 53.460762);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164545;6875;Bremer Straße SW Steinikestraße;;19.06.2007;POINT (9.976648 53.455112);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164546;6876;A253 N AS HH-Neuland;;27.11.2007;POINT (9.996861 53.466137);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164547;6877;A253 S AS HH-Neuland;;09.09.2004;POINT (9.998486 53.461557);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164548;6878;Moorstraße O Wilstorfer Straße;;19.09.2006;POINT (9.986132 53.456886);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164549;6879;Wilstorfer Straße SO Moorstraße;;19.09.2006;POINT (9.985805 53.456421);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164550;6881;Hannoversche Straße N Seevestraße;;06.04.2004;POINT (9.990891 53.459471);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164551;6882;A253 AS HH-Neuland N Neuländer Straße;;27.11.2007;POINT (9.997591 53.465142);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164552;6883;Buxtehuder Straße NW Bleicherweg;;21.09.2006;POINT (9.975473 53.465603);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164553;6884;Karnapp NW Harburger Schloßstraße;;18.01.2011;POINT (9.981569 53.464097);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164554;6885;Wilhelmsburger Reichsstraße N Kornweide;;13.12.2011;POINT (9.997261 53.483842);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164555;6886;Bremer Straße SW Sunderweg;;03.05.2011;POINT (9.936754 53.438712);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164556;6887;Winsener Straße NW Tivoliweg;;05.05.2015;POINT (9.990117 53.447549);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164557;6888;Moorstraße W Buxtehuder Straße;;02.06.2015;POINT (9.988339 53.457245);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164558;6889;Göhlbachtal W Hirschfeldstraße;;25.04.2024;POINT (9.970245 53.455659);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164559;6890;Waltershofer Straße S Moorburger Elbdeich;;21.09.2006;POINT (9.909895 53.495002);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164560;6891;Neuländer Straße / Großmoorbogen;;27.11.2007;POINT (10.010875 53.463133);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164561;6892;Mittlerer Landweg / Rungedamm;;23.06.2011;POINT (10.126915 53.493575);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164562;6893;Otto-Brenner-Straße / Kornweide;;31.08.2021;POINT (10.008894 53.480589);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164563;6894;Kirchdorfer Straße / Otto-Brenner-Straße;;31.08.2021;POINT (10.018600 53.491356);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164564;6895;Großmoorbogen / Großmoordamm;;08.06.2004;POINT (10.004820 53.453611);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164565;6896;Moorwerder Hauptdeich / In de Huuk;;11.05.2004;POINT (10.052803 53.481082);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164566;6897;"Wilhelm-Strauß-Weg / Neuenfelder Straße ";;18.06.2009;POINT (10.007964 53.496669);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164567;6898;Neuenfelder Straße / Algermissenstraße;;18.06.2009;POINT (10.009870 53.496339);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164568;6899;Neuenfelder Straße / Prassekstraße;;17.10.2013;POINT (10.012157 53.494243);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164569;6900;Neuländer Straße / Neuländer Kamp;;27.11.2007;POINT (10.004812 53.462825);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164570;6901;Wendts Weg / Neuländer Straße;;27.11.2007;POINT (10.007285 53.462930);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164571;6902;Neuländer Weg (Mitte) / Neuländer Straße;;27.11.2007;POINT (10.012417 53.463363);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164572;6903;Neuländer Weg (Ost) / Neuländer Straße;;27.11.2007;POINT (10.018292 53.463403);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164573;6904;A253 AS HH-Harburg-Mitte Knoten Ost;;13.02.2024;POINT (9.999019 53.456015);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164574;6905;Hans-Duncker-Straße / A25 AS HH-Allermöhe Knoten Nord;;27.08.2019;POINT (10.115888 53.488097);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164575;6906;Allermöher Deich / A25 AS HH-Allermöhe Knoten Süd;;27.08.2019;POINT (10.115905 53.485310);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164576;6907;Hans-Duncker-Straße / Wilhelm-Iwan-Ring;;28.08.2018;POINT (10.115352 53.490097);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164577;6908;"A25 AS HH-Allermöhe SO Hans-Duncker-Straße ";;25.10.2018;POINT (10.116299 53.486547);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164578;6909;Rungedamm / Wilhelm-Iwan-Ring;;01.03.2007;POINT (10.100254 53.496673);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164579;6910;Neuländer Straße / Zufahrt Betonwerk;;27.11.2007;POINT (10.019043 53.463298);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164580;6911;Kornweide / HH-Wilhelmsburg-Süd Ast Ost;;31.08.2021;POINT (10.000116 53.481562);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164581;6912;A25 NW AS HH-Allermöhe;;30.03.2017;POINT (10.109147 53.489103);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164582;6913;AS HH-Neuallermöhe-West S Felix-Jud-Ring;;18.04.2007;POINT (10.151899 53.481561);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164583;6914;Vierlandenstraße / Bergedorfer Straße;;03.05.2022;POINT (10.210627 53.487381);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164584;6915;Bergedorfer Straße / Sander Damm;;05.07.2016;POINT (10.202546 53.491049);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164585;6916;"Horster Damm / Altengammer Hauptdeich  ";;26.11.2008;POINT (10.303510 53.440963);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164586;6917;Sander Damm / Vierlandenstraße;;03.05.2022;POINT (10.209047 53.484296);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164587;6918;Sander Damm / Kurt-A.-Körber-Chaussee;;05.12.2017;POINT (10.201840 53.488980);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164588;6919;Lehfeld / Curslacker Neuer Deich;;30.10.2007;POINT (10.207538 53.479987);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164589;6920;Curslacker Neuer Deich / Zufahrt VHH;;30.10.2007;POINT (10.208269 53.481319);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164590;6921;Neuengammer Hausdeich / Heinrich-Stubbe-Weg;;22.06.2004;POINT (10.229361 53.445147);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164591;6922;Nettelnburger Landweg / Nettelnburger Straße;;23.08.2011;POINT (10.179660 53.478387);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164592;6923;Weidenbaumsweg / Grabendamm;;28.09.2004;POINT (10.202973 53.487494);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164593;6924;Geesthacht - A25 / B404 (Landesgrenze);;20.02.2007;POINT (10.330103 53.457003);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164594;6925;Curslacker Neuer Deich / Zufahrt Bauhaus;;23.03.2006;POINT (10.207777 53.480443);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164595;6926;Nettelnburger Landweg / A25 AS HH-Nettelnburg Knoten Nord;;27.08.2019;POINT (10.176942 53.474369);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164596;6927;Nettelnburger Landweg / A25 AS HH-Nettelnburg Knoten Süd;;27.08.2019;POINT (10.175808 53.472591);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164597;6928;Curslacker Neuer Deich / A25 AS HH-Bergedorf Knoten Nord;;27.08.2019;POINT (10.205864 53.476238);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164598;6929;Curslacker Neuer Deich / A25 AS HH-Bergedorf Knoten Süd;;27.08.2019;POINT (10.205061 53.474466);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164599;6930;Chrysanderstraße N Sachsentor;;18.04.2007;POINT (10.215428 53.486613);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164600;6931;A25 AS HH-Bergedorf O Curslacker Neuer Deich;;07.05.2015;POINT (10.206961 53.475597);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164601;6932;Rothenhauschaussee W Speckenweg;;28.02.2012;POINT (10.261785 53.472262);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164602;6933;Justus-Brinckmann-Straße O Holtenklinker Straße;;18.04.2007;POINT (10.227187 53.481495);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164603;6934;Wentorfer Straße O Justus-Brinckmann-Straße (Landesgrenze);;18.04.2007;POINT (10.236918 53.488604);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164604;6935;Holtenklinker Straße SO Justus-Brinckmann-Straße;;18.04.2007;POINT (10.227174 53.481055);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164605;6936;Vierlandenstraße N Sander Damm;;18.04.2007;POINT (10.209726 53.484855);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164606;6937;Neuer Weg NO Curslacker Neuer Deich;;18.04.2007;POINT (10.209680 53.482716);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164607;6938;Weidenbaumsweg N Sander Damm;;18.04.2007;POINT (10.202892 53.487297);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164608;6939;Randersweide S In der Hörn;;18.04.2007;POINT (10.194729 53.474111);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164609;6940;Kurt-A.-Körber-Chaussee W Sander Damm;;18.04.2007;POINT (10.200678 53.488938);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164610;6941;Bergedorfer Straße NW Sander Damm;;18.04.2007;POINT (10.200418 53.492015);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164611;6942;Sander Damm NO Bergedorfer Straße;;18.04.2007;POINT (10.203492 53.491453);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164612;6943;Alte Holstenstraße NW Reetwerder;;18.04.2007;POINT (10.208054 53.490724);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164613;6944;Ernst-Mantius-Straße NO Alte Holstenstraße;;18.04.2007;POINT (10.209831 53.490140);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164614;6945;Sander Damm / Weidenbaumsweg;;14.01.2015;POINT (10.202001 53.485616);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164615;6946;Curslacker Heerweg / A25 AS HH-Curslack Knoten Nord;;06.11.2014;POINT (10.240035 53.476104);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164616;6947;Curslacker Heerweg / A25 AS HH-Curslack Knoten Süd;;06.11.2014;POINT (10.239733 53.475558);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164617;6948;"A25 AS HH-Curslack ";;06.11.2014;POINT (10.239862 53.475854);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164618;6949;Rübenkamp / Genslerstraße;;17.02.2015;POINT (10.038160 53.592926);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164619;6950;Dovenfleet NO Brandstwiete;;17.03.2015;POINT (9.997862 53.546670);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164620;6951;Goldbekplatz / Mühlenkamp;;14.04.2016;POINT (10.009743 53.583560);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164621;6952;"Forsmannstraße / Semperstraße ";;14.04.2016;POINT (10.013356 53.584923);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164622;6953;"Geibelstraße / Semperstraße   ";;14.04.2016;POINT (10.014850 53.585494);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164623;6954;Geibelstraße / Gertigstraße;;18.09.2018;POINT (10.017031 53.582590);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164624;6955;"Schinkelstraße / Peter-Marquard-Straße ";;14.04.2016;POINT (10.012558 53.583132);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164625;6956;Lohe N Duvenstedter Damm;;08.04.2015;POINT (10.105899 53.709841);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164626;6957;Eppendorfer Baum / Isestraße;;16.04.2015;POINT (9.985204 53.583252);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164627;6958;Klosterstern / Eppendorfer Baum;;16.04.2015;POINT (9.988014 53.581980);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164628;6959;Klosterstern / Oderfelder Straße;;16.04.2015;POINT (9.988531 53.582146);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164629;6960;Klosterstern / St. Benedictstraße;;16.04.2015;POINT (9.989251 53.581916);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164630;6961;Klosterstern / Harvestehuder Weg;;16.04.2015;POINT (9.989134 53.581422);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164631;6962;Klosterstern / Rothenbaumchaussee;;16.04.2015;POINT (9.988677 53.581282);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164632;6963;Klosterstern / Jungfrauenthal;;16.04.2015;POINT (9.987836 53.581460);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164633;6964;Fuhlsbüttler Straße S Habichtsweg;;23.04.2015;POINT (10.043748 53.595251);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164634;6965;"Curschmannstraße / Eppendorfer Weg ";;12.10.2023;POINT (9.981761 53.585276);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164635;6966;Eppendorfer Landstraße / Hegestieg;;23.04.2015;POINT (9.982540 53.585629);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164636;6967;Fruchtallee / Eppendorfer Weg;;23.04.2015;POINT (9.957656 53.570127);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164637;6968;Sieker Landstraße / Merkurring;;28.04.2015;POINT (10.188290 53.608060);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164638;6969;Neuer Höltigbaum / Sieker Landstraße;;28.04.2015;POINT (10.185722 53.607591);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164639;6970;"Höltigbaum / Sieker Landstraße ";;28.04.2015;POINT (10.183029 53.606962);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164640;6972;Hammer Steindamm / Hammer Landstraße;;23.04.2015;POINT (10.057488 53.554922);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164641;6973;Sievekingdamm / Hammer Landstraße;;23.04.2015;POINT (10.042316 53.555487);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164642;6974;Burgstraße / Borgfelder Straße;;23.04.2015;POINT (10.040610 53.555502);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164643;6975;Alte Sülldorfer Landstraße W Rissener Busch;;27.05.2015;POINT (9.765225 53.581068);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164644;6976;Alte Sülldorfer Landstraße NW Sülldorfer Brooksweg;;27.05.2015;POINT (9.776321 53.579900);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164645;6977;Hammerbrookstraße / Spaldingstraße;;30.11.2021;POINT (10.020788 53.550450);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164646;6978;Hammerbrookstraße / Nordkanalstraße;;30.11.2021;POINT (10.021155 53.550006);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164647;6979;Nagelsweg / Spaldingstraße;;30.11.2021;POINT (10.017522 53.549552);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164648;6980;Nagelsweg / Nordkanalstraße;;30.11.2021;POINT (10.017888 53.549099);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164649;6981;Saseler Chaussee / Rolfinckstraße;;24.06.2015;POINT (10.094884 53.639199);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164650;6982;Rolfinckstraße (Süd) / Saseler Chaussee;;24.06.2015;POINT (10.094356 53.638674);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164651;6983;Wellingsbüttler Weg / Rolfinckstraße;;24.06.2015;POINT (10.080770 53.641512);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164652;6984;Langenhorner Chaussee N Essener Straße;;25.06.2015;POINT (10.001200 53.676487);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164653;6985;Langenhorner Chaussee S Tarpen;;25.06.2015;POINT (10.001310 53.665169);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164654;6986;Langenhorner Chaussee S Wördenmoorweg;;25.06.2015;POINT (10.007323 53.652651);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164655;6987;Langenhorner Chaussee N Flughafenstraße;;25.06.2015;POINT (10.013103 53.640045);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164656;6988;Weidenallee / Altonaer Straße;;21.06.2022;POINT (9.965795 53.565469);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164657;6989;Grindelberg / Beim Schlump;;04.07.2023;POINT (9.978530 53.572278);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164658;6990;Bogenstraße / Beim Schlump;;04.07.2023;POINT (9.977499 53.571450);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164659;6991;Grindelallee / Rutschbahn;;04.07.2023;POINT (9.978518 53.571091);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164660;6992;Eimsbütteler Chaussee / Nagels Allee;;03.09.2015;POINT (9.958779 53.565696);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164661;6993;Krausestraße / Eilbektal;;08.09.2015;POINT (10.058393 53.576038);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164662;6994;Krausestraße / Dithmarscher Straße;;08.09.2015;POINT (10.058620 53.576657);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164663;6995;Dithmarscher Straße / Stormarner Straße;;08.09.2015;POINT (10.059457 53.576317);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164664;6996;Cuxhavener Straße / Ehestorfer Heuweg;;27.09.2022;POINT (9.888686 53.471934);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164665;6997;Veringstraße S Fährstraße;;24.09.2019;POINT (9.987325 53.515449);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164666;6999;Holstenwall / Millerntordamm;;11.06.2024;POINT (9.973362 53.549749);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164667;7000;"Sieker Landstraße / Gewerbegebiet Merkurring ";;08.12.2015;POINT (10.190502 53.608811);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164668;7001;"Saseler Mühlenweg / Saseler Chaussee ";;28.04.2016;POINT (10.107824 53.655620);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164669;7002;"Hammerbrookstraße / Süderstraße ";;31.03.2016;POINT (10.025977 53.544059);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164670;7003;"Heidenkampsweg / Süderstraße ";;31.03.2016;POINT (10.030551 53.545323);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164671;7004;Ausschläger Weg / Süderstraße;;07.11.2023;POINT (10.038407 53.547503);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164672;7005;Ausschläger Weg / Wendenstraße;;31.03.2016;POINT (10.036460 53.549982);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164673;7006;"Ausschläger Weg / Normannenweg ";;31.03.2016;POINT (10.035070 53.551801);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164674;7007;Ausschläger Weg / Eiffestraße;;30.11.2021;POINT (10.034617 53.552380);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164675;7008;Heidenkampsweg / Bullerdeich;;31.03.2016;POINT (10.032117 53.543323);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164676;7009;Landwehr / Sievekingsallee;;07.04.2016;POINT (10.038892 53.559310);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164677;7010;Landwehr / Hasselbrookstraße;;07.04.2016;POINT (10.036909 53.561556);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164678;7011;Wartenau / Wandsbeker Chaussee;;31.08.2023;POINT (10.034466 53.564175);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164679;7012;Wartenau / Blumenau;;31.08.2023;POINT (10.032632 53.565719);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164680;7013;Lerchenfeld / Eilenau;;31.08.2023;POINT (10.031848 53.566391);EPSG:4326
APP_KFZ_BEDARFSZAEHLSTELLEN_164681;7014;"Winterhuder Weg / Beethovenstraße ";;12.05.2016;POINT (10.021066 53.575149);EPSG:4326
